Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
0506,11/02/06,Osasuna,Zaragoza,1,1,D,1.0,1.0,D,,17.0,5.0,4.0,1.0,20.0,10.0,5.0,4.0,2.0,1.0,0.0,0.0
0506,12/02/06,Alaves,Malaga,3,2,H,1.0,0.0,H,,11.0,10.0,5.0,3.0,20.0,20.0,1.0,5.0,3.0,2.0,0.0,0.0
0506,12/02/06,Ath Madrid,Sociedad,1,0,H,0.0,0.0,D,,16.0,9.0,3.0,4.0,24.0,21.0,5.0,2.0,3.0,0.0,0.0,1.0
0506,12/02/06,Betis,La Coruna,0,1,A,0.0,0.0,D,,16.0,14.0,3.0,3.0,21.0,21.0,6.0,1.0,2.0,4.0,0.0,0.0
0506,12/02/06,Celta,Villarreal,1,0,H,1.0,0.0,H,,7.0,9.0,3.0,2.0,26.0,16.0,4.0,7.0,1.0,2.0,0.0,0.0
0506,12/02/06,Espanol,Santander,0,2,A,0.0,0.0,D,,5.0,11.0,0.0,3.0,17.0,17.0,8.0,11.0,1.0,1.0,0.0,0.0
0506,12/02/06,Mallorca,Getafe,1,1,D,0.0,0.0,D,,4.0,13.0,1.0,3.0,27.0,23.0,4.0,2.0,4.0,2.0,0.0,0.0
0506,12/02/06,Valencia,Barcelona,1,0,H,1.0,0.0,H,,9.0,18.0,4.0,5.0,19.0,21.0,1.0,5.0,3.0,4.0,0.0,0.0
0506,18/02/06,Barcelona,Betis,5,1,H,3.0,0.0,H,,19.0,13.0,8.0,8.0,20.0,22.0,4.0,6.0,4.0,2.0,0.0,0.0
0506,18/02/06,Real Madrid,Alaves,3,0,H,2.0,0.0,H,,12.0,12.0,6.0,3.0,22.0,29.0,3.0,0.0,2.0,3.0,0.0,0.0
0506,18/02/06,Sevilla,Celta,1,0,H,1.0,0.0,H,,10.0,13.0,2.0,5.0,32.0,10.0,3.0,5.0,4.0,3.0,0.0,0.0
0506,18/02/06,Villarreal,Espanol,4,0,H,3.0,0.0,H,,11.0,10.0,8.0,3.0,15.0,17.0,3.0,5.0,3.0,6.0,0.0,0.0
0506,19/02/06,Cadiz,Osasuna,1,3,A,1.0,2.0,A,,10.0,7.0,3.0,5.0,10.0,25.0,9.0,1.0,3.0,4.0,1.0,0.0
0506,19/02/06,Getafe,Ath Madrid,0,3,A,0.0,1.0,A,,18.0,14.0,9.0,6.0,24.0,17.0,11.0,2.0,4.0,2.0,0.0,0.0
0506,19/02/06,La Coruna,Zaragoza,1,1,D,0.0,1.0,A,,11.0,8.0,4.0,4.0,18.0,15.0,4.0,1.0,3.0,3.0,1.0,0.0
0506,19/02/06,Malaga,Mallorca,0,2,A,0.0,0.0,D,,12.0,16.0,4.0,5.0,25.0,28.0,5.0,4.0,2.0,7.0,0.0,1.0
0506,19/02/06,Santander,Ath Bilbao,0,1,A,0.0,0.0,D,,13.0,8.0,3.0,2.0,20.0,27.0,8.0,6.0,3.0,6.0,1.0,0.0
0506,19/02/06,Sociedad,Valencia,1,2,A,1.0,0.0,H,,12.0,12.0,4.0,4.0,13.0,14.0,8.0,4.0,2.0,2.0,0.0,0.0
0506,25/02/06,Ath Madrid,Malaga,5,0,H,3.0,0.0,H,,17.0,10.0,11.0,0.0,25.0,26.0,7.0,0.0,1.0,4.0,0.0,1.0
0506,25/02/06,Zaragoza,Barcelona,0,2,A,0.0,0.0,D,,5.0,8.0,2.0,2.0,20.0,15.0,3.0,1.0,1.0,0.0,1.0,0.0
0506,26/02/06,Alaves,Santander,2,2,D,2.0,1.0,H,,6.0,12.0,2.0,4.0,25.0,25.0,3.0,7.0,3.0,4.0,0.0,0.0
0506,26/02/06,Ath Bilbao,Villarreal,1,1,D,1.0,1.0,D,,10.0,8.0,4.0,4.0,17.0,18.0,10.0,4.0,1.0,8.0,0.0,0.0
0506,26/02/06,Betis,Sociedad,2,0,H,1.0,0.0,H,,17.0,7.0,6.0,2.0,21.0,26.0,7.0,3.0,1.0,3.0,0.0,0.0
0506,26/02/06,Celta,Cadiz,2,0,H,1.0,0.0,H,,15.0,7.0,8.0,3.0,21.0,28.0,5.0,3.0,3.0,2.0,0.0,0.0
0506,26/02/06,Espanol,Sevilla,5,0,H,1.0,0.0,H,,15.0,12.0,9.0,2.0,16.0,21.0,5.0,7.0,1.0,1.0,0.0,1.0
0506,26/02/06,Mallorca,Real Madrid,2,1,H,0.0,1.0,A,,15.0,7.0,4.0,3.0,23.0,24.0,4.0,2.0,4.0,3.0,0.0,0.0
0506,26/02/06,Osasuna,La Coruna,1,2,A,1.0,0.0,H,,17.0,9.0,4.0,3.0,15.0,17.0,8.0,2.0,2.0,3.0,0.0,0.0
0506,26/02/06,Valencia,Getafe,1,1,D,0.0,0.0,D,,15.0,8.0,7.0,4.0,15.0,20.0,14.0,1.0,0.0,5.0,0.0,1.0
0506,04/03/06,Barcelona,La Coruna,3,2,H,2.0,2.0,D,,16.0,7.0,7.0,2.0,10.0,27.0,8.0,2.0,3.0,5.0,0.0,0.0
0506,04/03/06,Cadiz,Espanol,2,0,H,0.0,0.0,D,,9.0,17.0,3.0,6.0,24.0,24.0,6.0,5.0,3.0,1.0,0.0,0.0
0506,04/03/06,Real Madrid,Ath Madrid,2,1,H,2.0,1.0,H,,10.0,26.0,3.0,6.0,25.0,28.0,3.0,7.0,2.0,4.0,0.0,0.0
0506,04/03/06,Villarreal,Alaves,3,2,H,1.0,2.0,A,,15.0,3.0,4.0,2.0,22.0,19.0,11.0,1.0,4.0,0.0,0.0,0.0
0506,05/03/06,Celta,Osasuna,2,0,H,1.0,0.0,H,,9.0,14.0,5.0,0.0,16.0,16.0,5.0,5.0,1.0,4.0,0.0,1.0
0506,05/03/06,Getafe,Betis,1,0,H,1.0,0.0,H,,17.0,10.0,4.0,2.0,11.0,18.0,8.0,3.0,1.0,4.0,0.0,0.0
0506,05/03/06,Malaga,Valencia,0,0,D,0.0,0.0,D,,11.0,19.0,2.0,5.0,22.0,15.0,9.0,5.0,5.0,1.0,0.0,0.0
0506,05/03/06,Santander,Mallorca,0,0,D,0.0,0.0,D,,9.0,13.0,3.0,0.0,21.0,23.0,5.0,6.0,3.0,1.0,0.0,0.0
0506,05/03/06,Sevilla,Ath Bilbao,2,1,H,1.0,1.0,D,,13.0,10.0,4.0,3.0,11.0,24.0,8.0,6.0,1.0,5.0,1.0,0.0
0506,05/03/06,Sociedad,Zaragoza,1,3,A,1.0,0.0,H,,8.0,18.0,1.0,8.0,16.0,18.0,4.0,3.0,2.0,2.0,0.0,0.0
0506,11/03/06,Espanol,Celta,2,0,H,2.0,0.0,H,,7.0,17.0,4.0,4.0,19.0,14.0,4.0,6.0,2.0,2.0,1.0,0.0
0506,11/03/06,La Coruna,Sociedad,0,1,A,0.0,0.0,D,,18.0,9.0,4.0,1.0,20.0,16.0,5.0,5.0,4.0,3.0,0.0,0.0
0506,11/03/06,Valencia,Real Madrid,0,0,D,0.0,0.0,D,,11.0,13.0,2.0,6.0,25.0,22.0,5.0,5.0,4.0,2.0,0.0,0.0
0506,12/03/06,Alaves,Sevilla,2,1,H,2.0,1.0,H,,15.0,10.0,5.0,3.0,21.0,22.0,3.0,6.0,4.0,6.0,2.0,1.0
0506,12/03/06,Ath Bilbao,Cadiz,1,0,H,0.0,0.0,D,,8.0,6.0,1.0,1.0,19.0,18.0,4.0,8.0,2.0,1.0,1.0,1.0
0506,12/03/06,Ath Madrid,Santander,2,1,H,0.0,0.0,D,,12.0,15.0,6.0,4.0,22.0,23.0,5.0,3.0,4.0,4.0,1.0,0.0
0506,12/03/06,Betis,Malaga,1,1,D,1.0,0.0,H,,15.0,10.0,5.0,2.0,29.0,28.0,10.0,3.0,2.0,4.0,0.0,0.0
0506,12/03/06,Mallorca,Villarreal,1,1,D,1.0,1.0,D,,8.0,6.0,2.0,1.0,16.0,24.0,3.0,2.0,2.0,4.0,0.0,0.0
0506,12/03/06,Osasuna,Barcelona,2,1,H,1.0,0.0,H,,11.0,8.0,3.0,4.0,29.0,19.0,2.0,1.0,6.0,2.0,0.0,2.0
0506,12/03/06,Zaragoza,Getafe,1,2,A,1.0,1.0,D,,13.0,14.0,5.0,6.0,14.0,15.0,9.0,5.0,3.0,2.0,1.0,0.0
0506,18/03/06,Getafe,La Coruna,1,2,A,0.0,1.0,A,,19.0,8.0,4.0,5.0,18.0,25.0,9.0,4.0,4.0,6.0,1.0,0.0
0506,18/03/06,Sociedad,Barcelona,0,2,A,0.0,1.0,A,,9.0,14.0,5.0,6.0,21.0,14.0,7.0,3.0,2.0,2.0,0.0,0.0
0506,18/03/06,Villarreal,Ath Madrid,1,1,D,1.0,0.0,H,,6.0,12.0,3.0,3.0,21.0,21.0,0.0,3.0,3.0,3.0,0.0,1.0
0506,19/03/06,Cadiz,Alaves,0,0,D,0.0,0.0,D,,15.0,10.0,5.0,5.0,17.0,20.0,9.0,4.0,2.0,6.0,0.0,0.0
0506,19/03/06,Celta,Ath Bilbao,0,1,A,0.0,1.0,A,,25.0,7.0,6.0,4.0,14.0,25.0,9.0,4.0,2.0,4.0,0.0,1.0
0506,19/03/06,Espanol,Osasuna,2,4,A,1.0,3.0,A,,5.0,15.0,3.0,8.0,23.0,19.0,3.0,0.0,5.0,5.0,0.0,0.0
0506,19/03/06,Malaga,Zaragoza,0,1,A,0.0,0.0,D,,14.0,8.0,2.0,3.0,26.0,21.0,8.0,4.0,1.0,2.0,0.0,0.0
0506,19/03/06,Real Madrid,Betis,0,0,D,0.0,0.0,D,,16.0,19.0,4.0,2.0,19.0,24.0,5.0,8.0,2.0,2.0,0.0,0.0
0506,19/03/06,Santander,Valencia,2,1,H,1.0,0.0,H,,6.0,10.0,2.0,5.0,35.0,14.0,1.0,4.0,4.0,1.0,0.0,0.0
0506,19/03/06,Sevilla,Mallorca,1,1,D,1.0,0.0,H,,19.0,9.0,7.0,4.0,14.0,18.0,6.0,1.0,3.0,3.0,0.0,0.0
0506,21/03/06,Barcelona,Getafe,3,1,H,1.0,1.0,D,,15.0,9.0,4.0,4.0,17.0,18.0,10.0,6.0,1.0,2.0,0.0,0.0
0506,22/03/06,Alaves,Celta,1,0,H,0.0,0.0,D,,18.0,10.0,6.0,2.0,19.0,18.0,3.0,2.0,2.0,1.0,0.0,0.0
0506,22/03/06,Ath Bilbao,Espanol,1,1,D,0.0,1.0,A,,13.0,11.0,5.0,2.0,22.0,22.0,2.0,2.0,6.0,4.0,0.0,0.0
0506,22/03/06,Betis,Santander,1,0,H,1.0,0.0,H,,15.0,8.0,5.0,1.0,28.0,19.0,6.0,6.0,6.0,6.0,0.0,1.0
0506,22/03/06,La Coruna,Malaga,2,1,H,0.0,1.0,A,,17.0,12.0,6.0,3.0,19.0,31.0,6.0,5.0,1.0,8.0,0.0,1.0
0506,22/03/06,Mallorca,Cadiz,1,0,H,1.0,0.0,H,,16.0,6.0,9.0,1.0,16.0,28.0,7.0,5.0,4.0,5.0,0.0,0.0
0506,22/03/06,Osasuna,Sociedad,2,0,H,1.0,0.0,H,,7.0,13.0,4.0,2.0,25.0,10.0,3.0,5.0,4.0,1.0,0.0,0.0
0506,22/03/06,Valencia,Villarreal,1,1,D,1.0,0.0,H,,10.0,14.0,3.0,7.0,20.0,20.0,6.0,1.0,3.0,4.0,1.0,0.0
0506,22/03/06,Zaragoza,Real Madrid,1,1,D,0.0,0.0,D,,14.0,10.0,4.0,4.0,25.0,14.0,8.0,4.0,2.0,3.0,0.0,0.0
0506,23/03/06,Ath Madrid,Sevilla,0,1,A,0.0,1.0,A,,13.0,10.0,6.0,6.0,13.0,13.0,6.0,5.0,3.0,3.0,3.0,0.0
0506,25/03/06,Ath Bilbao,Osasuna,1,0,H,0.0,0.0,D,,11.0,7.0,2.0,2.0,17.0,20.0,3.0,4.0,2.0,4.0,1.0,1.0
0506,25/03/06,Malaga,Barcelona,0,0,D,0.0,0.0,D,,13.0,23.0,5.0,10.0,32.0,20.0,6.0,5.0,2.0,0.0,0.0,0.0
0506,25/03/06,Villarreal,Betis,1,2,A,0.0,2.0,A,,21.0,11.0,5.0,4.0,14.0,20.0,8.0,3.0,1.0,2.0,0.0,0.0
0506,26/03/06,Cadiz,Ath Madrid,1,1,D,0.0,1.0,A,,14.0,13.0,4.0,5.0,16.0,26.0,6.0,6.0,1.0,4.0,0.0,0.0
0506,26/03/06,Celta,Mallorca,2,0,H,2.0,0.0,H,,14.0,12.0,6.0,4.0,21.0,16.0,3.0,12.0,1.0,1.0,0.0,0.0
0506,26/03/06,Espanol,Alaves,0,0,D,0.0,0.0,D,,7.0,11.0,2.0,2.0,24.0,20.0,14.0,3.0,3.0,3.0,0.0,0.0
0506,26/03/06,Getafe,Sociedad,2,1,H,1.0,1.0,D,,10.0,9.0,3.0,3.0,17.0,26.0,3.0,5.0,2.0,4.0,0.0,1.0
0506,26/03/06,Real Madrid,La Coruna,4,0,H,2.0,0.0,H,,21.0,14.0,8.0,0.0,14.0,18.0,4.0,5.0,2.0,2.0,0.0,0.0
0506,26/03/06,Santander,Zaragoza,0,0,D,0.0,0.0,D,,11.0,16.0,2.0,7.0,19.0,18.0,5.0,5.0,1.0,2.0,0.0,0.0
0506,26/03/06,Sevilla,Valencia,1,0,H,0.0,0.0,D,,16.0,8.0,5.0,1.0,18.0,15.0,8.0,5.0,0.0,4.0,0.0,1.0
0506,01/04/06,Barcelona,Real Madrid,1,1,D,1.0,1.0,D,,35.0,3.0,11.0,1.0,21.0,18.0,12.0,0.0,2.0,6.0,0.0,1.0
0506,01/04/06,Sociedad,Malaga,3,0,H,1.0,0.0,H,,17.0,6.0,9.0,3.0,18.0,24.0,5.0,4.0,2.0,5.0,0.0,2.0
0506,01/04/06,Zaragoza,Villarreal,0,1,A,0.0,1.0,A,,29.0,2.0,9.0,1.0,14.0,21.0,12.0,1.0,3.0,4.0,0.0,0.0
0506,02/04/06,Alaves,Ath Bilbao,0,0,D,0.0,0.0,D,,11.0,4.0,2.0,1.0,10.0,24.0,5.0,2.0,2.0,4.0,0.0,0.0
0506,02/04/06,Ath Madrid,Celta,0,3,A,0.0,0.0,D,,25.0,7.0,7.0,6.0,19.0,13.0,9.0,3.0,7.0,1.0,0.0,0.0
0506,02/04/06,Betis,Sevilla,2,1,H,2.0,1.0,H,,12.0,11.0,6.0,3.0,28.0,19.0,1.0,3.0,5.0,2.0,0.0,0.0
0506,02/04/06,La Coruna,Santander,2,0,H,1.0,0.0,H,,16.0,9.0,7.0,1.0,21.0,24.0,5.0,1.0,1.0,1.0,0.0,0.0
0506,02/04/06,Mallorca,Espanol,0,0,D,0.0,0.0,D,,10.0,11.0,2.0,2.0,21.0,23.0,7.0,4.0,2.0,1.0,0.0,0.0
0506,02/04/06,Osasuna,Getafe,0,4,A,0.0,2.0,A,,26.0,12.0,4.0,5.0,15.0,21.0,2.0,5.0,1.0,6.0,0.0,0.0
0506,02/04/06,Valencia,Cadiz,5,3,H,3.0,1.0,H,,13.0,9.0,6.0,5.0,16.0,27.0,5.0,5.0,1.0,3.0,0.0,0.0
0506,08/04/06,Cadiz,Betis,1,1,D,0.0,0.0,D,,13.0,21.0,2.0,4.0,19.0,24.0,5.0,7.0,4.0,2.0,0.0,0.0
0506,08/04/06,Celta,Valencia,0,1,A,0.0,1.0,A,,12.0,7.0,2.0,4.0,21.0,24.0,5.0,0.0,2.0,3.0,0.0,0.0
0506,08/04/06,Malaga,Getafe,1,2,A,0.0,1.0,A,,13.0,17.0,5.0,6.0,23.0,17.0,3.0,6.0,3.0,1.0,1.0,0.0
0506,08/04/06,Real Madrid,Sociedad,1,1,D,1.0,0.0,H,,13.0,17.0,6.0,8.0,16.0,15.0,6.0,5.0,3.0,3.0,1.0,0.0
0506,09/04/06,Alaves,Osasuna,1,2,A,0.0,1.0,A,,20.0,8.0,7.0,4.0,16.0,24.0,4.0,5.0,3.0,3.0,0.0,1.0
0506,09/04/06,Ath Bilbao,Mallorca,1,1,D,1.0,1.0,D,,10.0,12.0,4.0,1.0,17.0,17.0,6.0,5.0,2.0,2.0,0.0,0.0
0506,09/04/06,Espanol,Ath Madrid,1,1,D,0.0,0.0,D,,15.0,13.0,4.0,1.0,17.0,24.0,5.0,1.0,5.0,3.0,0.0,0.0
0506,09/04/06,Santander,Barcelona,2,2,D,2.0,2.0,D,,8.0,10.0,3.0,3.0,19.0,15.0,4.0,1.0,4.0,1.0,0.0,1.0
0506,09/04/06,Sevilla,Zaragoza,1,1,D,0.0,0.0,D,,22.0,8.0,9.0,3.0,11.0,13.0,5.0,0.0,4.0,3.0,0.0,0.0
0506,09/04/06,Villarreal,La Coruna,1,1,D,0.0,0.0,D,,11.0,18.0,5.0,3.0,17.0,21.0,7.0,3.0,2.0,2.0,0.0,0.0
0506,14/04/06,Barcelona,Villarreal,1,0,H,1.0,0.0,H,,14.0,10.0,4.0,3.0,21.0,18.0,8.0,4.0,1.0,3.0,0.0,0.0
0506,15/04/06,La Coruna,Sevilla,0,0,D,0.0,0.0,D,,15.0,15.0,5.0,4.0,19.0,21.0,6.0,8.0,4.0,2.0,0.0,0.0
0506,15/04/06,Mallorca,Alaves,0,0,D,0.0,0.0,D,,17.0,9.0,2.0,2.0,21.0,34.0,7.0,0.0,1.0,1.0,0.0,0.0
0506,15/04/06,Sociedad,Santander,1,0,H,0.0,0.0,D,,9.0,12.0,1.0,2.0,16.0,21.0,4.0,6.0,1.0,3.0,0.0,0.0
0506,16/04/06,Ath Madrid,Ath Bilbao,1,0,H,0.0,0.0,D,,10.0,10.0,1.0,2.0,17.0,20.0,3.0,6.0,2.0,2.0,0.0,0.0
0506,16/04/06,Betis,Celta,0,2,A,0.0,1.0,A,,13.0,11.0,6.0,6.0,27.0,14.0,7.0,2.0,4.0,1.0,0.0,0.0
0506,16/04/06,Getafe,Real Madrid,1,1,D,0.0,0.0,D,,24.0,14.0,9.0,5.0,15.0,20.0,9.0,6.0,1.0,4.0,0.0,0.0
0506,16/04/06,Osasuna,Malaga,1,1,D,1.0,0.0,H,,11.0,10.0,3.0,4.0,22.0,21.0,4.0,4.0,1.0,2.0,0.0,1.0
0506,16/04/06,Valencia,Espanol,4,0,H,1.0,0.0,H,,17.0,10.0,7.0,6.0,14.0,11.0,10.0,5.0,1.0,4.0,0.0,1.0
0506,16/04/06,Zaragoza,Cadiz,1,2,A,1.0,1.0,D,,16.0,8.0,8.0,4.0,16.0,29.0,4.0,2.0,2.0,3.0,0.0,0.0
0506,22/04/06,Alaves,Ath Madrid,0,1,A,0.0,1.0,A,,8.0,9.0,1.0,4.0,15.0,17.0,3.0,4.0,3.0,2.0,0.0,0.0
0506,22/04/06,Celta,Zaragoza,4,0,H,1.0,0.0,H,,13.0,12.0,7.0,2.0,14.0,14.0,4.0,5.0,0.0,3.0,0.0,0.0
0506,22/04/06,Villarreal,Sociedad,0,2,A,0.0,2.0,A,,10.0,9.0,4.0,2.0,17.0,17.0,7.0,1.0,2.0,3.0,0.0,0.0
0506,23/04/06,Ath Bilbao,Valencia,0,3,A,0.0,0.0,D,,12.0,9.0,4.0,5.0,25.0,18.0,3.0,4.0,3.0,2.0,0.0,0.0
0506,23/04/06,Cadiz,La Coruna,1,1,D,0.0,1.0,A,,10.0,11.0,3.0,4.0,20.0,23.0,8.0,6.0,4.0,5.0,0.0,2.0
0506,23/04/06,Espanol,Betis,2,0,H,1.0,0.0,H,,13.0,12.0,7.0,5.0,12.0,18.0,1.0,3.0,2.0,1.0,0.0,1.0
0506,23/04/06,Mallorca,Osasuna,0,1,A,0.0,0.0,D,,12.0,9.0,4.0,2.0,16.0,20.0,9.0,4.0,3.0,2.0,0.0,0.0
0506,23/04/06,Real Madrid,Malaga,2,1,H,0.0,1.0,A,,31.0,13.0,12.0,3.0,16.0,22.0,11.0,2.0,4.0,4.0,0.0,0.0
0506,23/04/06,Santander,Getafe,1,3,A,1.0,1.0,D,,10.0,23.0,4.0,13.0,23.0,13.0,4.0,4.0,4.0,1.0,0.0,0.0
0506,29/04/06,Barcelona,Cadiz,1,0,H,1.0,0.0,H,,14.0,7.0,4.0,4.0,15.0,19.0,2.0,4.0,1.0,3.0,0.0,0.0
0506,29/04/06,Betis,Ath Bilbao,1,1,D,1.0,0.0,H,,10.0,10.0,2.0,5.0,19.0,14.0,4.0,10.0,2.0,2.0,0.0,0.0
0506,29/04/06,La Coruna,Celta,0,2,A,0.0,1.0,A,,12.0,13.0,3.0,6.0,25.0,26.0,6.0,4.0,2.0,3.0,1.0,0.0
0506,30/04/06,Ath Madrid,Mallorca,0,1,A,0.0,0.0,D,,15.0,11.0,3.0,3.0,16.0,17.0,9.0,4.0,2.0,4.0,0.0,0.0
0506,30/04/06,Getafe,Villarreal,1,1,D,1.0,1.0,D,,20.0,12.0,8.0,8.0,17.0,26.0,2.0,3.0,1.0,2.0,0.0,0.0
0506,30/04/06,Malaga,Santander,2,3,A,2.0,1.0,H,,11.0,9.0,4.0,7.0,28.0,27.0,4.0,5.0,4.0,3.0,0.0,0.0
0506,30/04/06,Osasuna,Real Madrid,0,1,A,0.0,0.0,D,,19.0,7.0,2.0,2.0,18.0,19.0,6.0,4.0,3.0,2.0,0.0,1.0
0506,30/04/06,Sociedad,Sevilla,1,2,A,0.0,0.0,D,,6.0,13.0,0.0,5.0,26.0,18.0,3.0,3.0,3.0,2.0,2.0,0.0
0506,30/04/06,Valencia,Alaves,3,0,H,2.0,0.0,H,,14.0,9.0,6.0,3.0,22.0,10.0,2.0,4.0,3.0,0.0,0.0,0.0
0506,30/04/06,Zaragoza,Espanol,1,1,D,1.0,0.0,H,,11.0,10.0,3.0,4.0,17.0,22.0,4.0,5.0,4.0,1.0,0.0,1.0
0506,03/05/06,Alaves,Betis,2,0,H,1.0,0.0,H,,8.0,18.0,5.0,2.0,17.0,27.0,1.0,1.0,3.0,3.0,1.0,0.0
0506,03/05/06,Ath Bilbao,Zaragoza,1,0,H,0.0,0.0,D,,10.0,12.0,2.0,4.0,17.0,11.0,0.0,3.0,2.0,2.0,0.0,0.0
0506,03/05/06,Ath Madrid,Osasuna,0,1,A,0.0,1.0,A,,19.0,10.0,5.0,5.0,20.0,21.0,11.0,2.0,2.0,3.0,1.0,1.0
0506,03/05/06,Cadiz,Sociedad,2,2,D,0.0,1.0,A,,18.0,10.0,5.0,4.0,12.0,25.0,5.0,2.0,1.0,1.0,0.0,0.0
0506,03/05/06,Celta,Barcelona,0,1,A,0.0,0.0,D,,13.0,14.0,1.0,5.0,17.0,17.0,7.0,2.0,3.0,3.0,0.0,0.0
0506,03/05/06,Espanol,La Coruna,1,2,A,1.0,0.0,H,,3.0,12.0,2.0,4.0,22.0,20.0,3.0,4.0,3.0,5.0,0.0,0.0
0506,03/05/06,Mallorca,Valencia,2,1,H,1.0,1.0,D,,13.0,7.0,7.0,4.0,23.0,23.0,4.0,2.0,2.0,2.0,0.0,0.0
0506,03/05/06,Sevilla,Getafe,3,0,H,3.0,0.0,H,,12.0,9.0,7.0,0.0,18.0,17.0,7.0,3.0,3.0,3.0,0.0,0.0
0506,03/05/06,Villarreal,Malaga,2,1,H,2.0,1.0,H,,13.0,20.0,4.0,5.0,17.0,16.0,3.0,5.0,0.0,0.0,0.0,0.0
0506,04/05/06,Santander,Real Madrid,2,3,A,0.0,1.0,A,,14.0,16.0,5.0,6.0,20.0,19.0,6.0,2.0,3.0,1.0,0.0,0.0
0506,06/05/06,Barcelona,Espanol,2,0,H,1.0,0.0,H,,15.0,19.0,5.0,9.0,14.0,24.0,8.0,7.0,0.0,1.0,0.0,0.0
0506,06/05/06,Malaga,Sevilla,0,2,A,0.0,1.0,A,,14.0,19.0,3.0,8.0,19.0,20.0,5.0,8.0,2.0,0.0,0.0,0.0
0506,06/05/06,Valencia,Ath Madrid,1,1,D,1.0,1.0,D,,14.0,12.0,6.0,4.0,13.0,20.0,5.0,8.0,1.0,2.0,0.0,0.0
0506,07/05/06,Betis,Mallorca,2,1,H,2.0,0.0,H,,7.0,8.0,3.0,2.0,19.0,15.0,3.0,4.0,3.0,2.0,0.0,0.0
0506,07/05/06,Getafe,Cadiz,3,1,H,0.0,1.0,A,,6.0,7.0,3.0,3.0,21.0,15.0,2.0,3.0,3.0,0.0,0.0,0.0
0506,07/05/06,La Coruna,Ath Bilbao,1,2,A,1.0,0.0,H,,15.0,10.0,6.0,3.0,18.0,14.0,5.0,7.0,3.0,1.0,0.0,0.0
0506,07/05/06,Real Madrid,Villarreal,3,3,D,1.0,2.0,A,,26.0,14.0,11.0,6.0,25.0,13.0,11.0,5.0,4.0,5.0,1.0,0.0
0506,07/05/06,Santander,Osasuna,2,1,H,0.0,0.0,D,,14.0,9.0,6.0,2.0,21.0,23.0,9.0,5.0,6.0,4.0,1.0,1.0
0506,07/05/06,Sociedad,Celta,2,2,D,2.0,1.0,H,,15.0,5.0,7.0,3.0,13.0,18.0,2.0,5.0,3.0,1.0,0.0,0.0
0506,07/05/06,Zaragoza,Alaves,3,0,H,0.0,0.0,D,,15.0,10.0,7.0,4.0,16.0,21.0,6.0,6.0,1.0,2.0,0.0,0.0
0506,13/05/06,Alaves,La Coruna,1,0,H,0.0,0.0,D,,16.0,11.0,8.0,0.0,18.0,25.0,6.0,2.0,2.0,2.0,0.0,0.0
0506,13/05/06,Ath Madrid,Betis,1,1,D,1.0,0.0,H,,12.0,17.0,7.0,4.0,22.0,18.0,6.0,5.0,1.0,4.0,0.0,0.0
0506,13/05/06,Cadiz,Malaga,5,0,H,1.0,0.0,H,,12.0,13.0,7.0,3.0,15.0,18.0,9.0,3.0,0.0,1.0,0.0,0.0
0506,13/05/06,Celta,Getafe,1,0,H,1.0,0.0,H,,13.0,6.0,5.0,1.0,14.0,25.0,6.0,4.0,4.0,1.0,0.0,1.0
0506,13/05/06,Espanol,Sociedad,1,0,H,0.0,0.0,D,,22.0,9.0,4.0,3.0,19.0,20.0,7.0,5.0,1.0,3.0,0.0,0.0
0506,13/05/06,Mallorca,Zaragoza,3,1,H,1.0,1.0,D,,20.0,12.0,10.0,5.0,15.0,10.0,4.0,4.0,2.0,1.0,0.0,0.0
0506,13/05/06,Sevilla,Barcelona,3,2,H,2.0,2.0,D,,16.0,16.0,4.0,4.0,16.0,20.0,8.0,4.0,4.0,1.0,0.0,1.0
0506,13/05/06,Villarreal,Santander,2,0,H,1.0,0.0,H,,12.0,13.0,6.0,6.0,14.0,18.0,7.0,8.0,1.0,2.0,0.0,0.0
0506,16/05/06,Osasuna,Valencia,2,1,H,0.0,0.0,D,,17.0,13.0,7.0,7.0,18.0,12.0,3.0,6.0,1.0,2.0,0.0,0.0
0506,16/05/06,Sevilla,Real Madrid,4,3,H,4.0,2.0,H,,20.0,18.0,9.0,8.0,16.0,15.0,8.0,4.0,4.0,4.0,0.0,0.0
0506,20/05/06,Ath Bilbao,Barcelona,3,1,H,0.0,1.0,A,,15.0,13.0,6.0,4.0,16.0,9.0,5.0,1.0,0.0,1.0,0.0,0.0
0607,26/08/06,Valencia,Betis,2,1,H,1.0,0.0,H,,14.0,8.0,4.0,5.0,18.0,26.0,5.0,6.0,3.0,3.0,0.0,0.0
0607,27/08/06,Ath Bilbao,Sociedad,1,1,D,1.0,0.0,H,,7.0,10.0,2.0,4.0,19.0,23.0,4.0,2.0,2.0,4.0,0.0,0.0
0607,27/08/06,Espanol,Gimnastic,0,1,A,0.0,0.0,D,,20.0,18.0,6.0,7.0,25.0,27.0,6.0,7.0,2.0,3.0,0.0,0.0
0607,27/08/06,La Coruna,Zaragoza,3,2,H,2.0,1.0,H,,14.0,13.0,6.0,6.0,22.0,19.0,1.0,6.0,4.0,4.0,0.0,1.0
